index,Date,US_Dollar,Pound_Sterling,Euro,Japanese_Yen
4267,08-12-2004,43.92,84.8095,58.59,42.4
4266,09-12-2004,44.23,85.2622,58.76,42.4
4265,10-12-2004,44.61,85.4839,59.09,42.38
4264,13-12-2004,44.35,85.0167,58.86,42.25
4263,14-12-2004,44.09,84.7322,58.6,42.06
4262,15-12-2004,44.13,84.9591,58.73,41.94
4261,16-12-2004,43.89,85.208,58.87,42.08
4260,17-12-2004,44.03,85.1144,58.42,42.15
4259,20-12-2004,43.91,85.2359,58.54,42.07
4258,21-12-2004,43.8,85.1647,58.63,42.14
4257,22-12-2004,43.88,84.6818,58.65,42.06
4256,23-12-2004,43.79,84.044,58.85,42.13
4255,24-12-2004,43.81,84.1897,59.12,42.24
4254,27-12-2004,43.84,84.3832,59.36,42.24
4253,28-12-2004,43.78,84.6311,59.53,42.45
4252,29-12-2004,43.74,84.5144,59.61,42.35
4251,30-12-2004,43.71,83.9669,59.57,42.13
4250,31-12-2004,43.58,84.0876,59.4,42.49
4249,03-01-2005,43.61,83.0705,58.66,42.32
4248,04-01-2005,43.43,82.7928,58.51,42.28
4247,05-01-2005,43.77,82.4955,58.14,41.95
4246,06-01-2005,43.87,82.5721,58.16,42.07
4245,07-01-2005,43.83,82.258,57.81,41.89
4244,10-01-2005,44.02,82.3966,57.52,42.01
4243,11-01-2005,43.82,82.4188,57.53,42.16
4242,12-01-2005,43.73,82.0856,57.35,42.28
4241,13-01-2005,43.69,82.6047,57.88,42.7
4240,14-01-2005,43.85,82.1179,57.5,42.6
4239,17-01-2005,43.72,81.8744,57.33,42.79
4238,18-01-2005,43.74,81.2974,57.06,42.65
4237,19-01-2005,43.74,81.6188,56.98,42.69
4236,20-01-2005,43.78,81.9124,56.93,42.65
4235,24-01-2005,43.75,82.1538,57.12,42.52
4234,25-01-2005,43.81,82.2511,57.12,42.55
4233,27-01-2005,43.75,82.3616,57.25,42.35
4232,28-01-2005,43.78,82.591,57.08,42.42
4231,31-01-2005,43.69,82.3819,56.9,42.21
4230,01-02-2005,43.68,82.3302,57.01,42.12
4229,02-02-2005,43.59,82.093,57.02,41.99
4228,03-02-2005,43.36,81.6837,56.49,41.64
4227,04-02-2005,43.47,81.791,56.4,41.63
4226,07-02-2005,43.46,81.4766,55.81,41.66
4225,08-02-2005,43.6,80.9761,55.68,41.46
4224,09-02-2005,43.64,81.0569,55.76,41.38
4223,10-02-2005,43.78,81.503,55.88,41.42
4222,11-02-2005,43.79,81.7866,56.34,41.4
4221,14-02-2005,43.72,82.0231,56.54,41.68
4220,15-02-2005,43.76,82.6276,56.77,41.65
4219,16-02-2005,43.82,82.8483,57.04,41.71
4218,17-02-2005,43.74,82.4893,57.04,41.58
4217,18-02-2005,43.84,82.9869,57.3,41.56
4216,21-02-2005,43.82,82.9578,57.21,41.45
4215,22-02-2005,43.72,83.3762,57.59,41.75
4214,23-02-2005,43.72,83.444,57.9,41.75
4213,24-02-2005,43.7,83.4779,57.87,41.72
4212,25-02-2005,43.69,83.4457,57.66,41.46
4211,28-02-2005,43.64,83.8739,57.94,41.71
4210,01-03-2005,43.72,83.9184,57.72,41.84
4209,02-03-2005,43.7,83.7816,57.54,41.76
4208,03-03-2005,43.65,83.4326,57.33,41.62
4207,04-03-2005,43.71,83.3681,57.29,41.45
4206,07-03-2005,43.69,83.9525,57.79,41.65
4205,09-03-2005,43.67,84.1892,58.25,41.72
4204,10-03-2005,43.58,84.0353,58.52,41.9
4203,11-03-2005,43.58,83.8632,58.52,41.85
4202,14-03-2005,43.52,83.6955,58.46,41.61
4201,15-03-2005,43.55,83.3765,58.16,41.54
4200,16-03-2005,43.62,83.5083,58.09,41.81
4199,17-03-2005,43.63,84.0161,58.53,41.88
4198,18-03-2005,43.69,83.935,58.35,41.68
4197,21-03-2005,43.67,83.6586,57.94,41.62
4196,22-03-2005,43.77,82.9879,57.58,41.64
4195,23-03-2005,43.74,82.5221,57.2,41.53
4194,24-03-2005,43.83,82.041,56.95,41.26
4193,28-03-2005,43.81,81.5545,56.52,40.94
4192,29-03-2005,43.79,81.8326,56.6,40.84
4191,30-03-2005,43.82,82.3465,56.78,40.85
4190,31-03-2005,43.75,82.0881,56.58,40.84
4189,04-04-2005,43.76,82.1135,56.37,40.56
4188,05-04-2005,43.81,82.1525,56.19,40.31
4187,06-04-2005,43.76,82.4132,56.36,40.54
4186,07-04-2005,43.74,82.4412,56.51,40.35
4185,08-04-2005,43.77,81.8105,56.13,40.26
4184,11-04-2005,43.74,82.3909,56.54,40.37
4183,12-04-2005,43.7,82.7525,56.79,40.64
4182,13-04-2005,43.75,82.845,56.58,40.76
4181,15-04-2005,43.83,82.339,56.1,40.45
4180,19-04-2005,43.76,83.3628,57.01,40.81
4179,20-04-2005,43.76,83.9098,57.16,40.92
4178,21-04-2005,43.75,83.9431,57.28,40.96
4177,25-04-2005,43.71,83.6609,56.99,41.29
4176,26-04-2005,43.69,83.5069,56.81,41.28
4175,27-04-2005,43.71,83.1058,56.47,41.13
4174,28-04-2005,43.71,83.1998,56.5,41.28
4173,29-04-2005,43.65,83.5657,56.6,41.47
4172,02-05-2005,43.57,82.9442,56.01,41.39
4171,03-05-2005,43.6,82.5217,55.98,41.43
4170,04-05-2005,43.54,82.7391,56.39,41.6
4169,05-05-2005,43.41,82.7047,56.27,41.58
4168,06-05-2005,43.44,82.549,56.19,41.46
4167,09-05-2005,43.51,82.1208,55.73,41.3
4166,10-05-2005,43.45,81.6404,55.75,41.04
4165,11-05-2005,43.37,81.631,55.83,41.01
4164,12-05-2005,43.3,80.9927,55.35,40.79
4163,13-05-2005,43.43,80.9448,55.05,40.64
4162,16-05-2005,43.49,80.2173,54.75,40.37
4161,17-05-2005,43.43,79.81,54.85,40.53
4160,18-05-2005,43.56,79.86,54.98,40.5
4159,19-05-2005,43.45,79.95,55.08,40.58
4158,20-05-2005,43.5,79.87,54.96,40.43
4157,24-05-2005,43.49,79.68,54.75,40.46
4156,25-05-2005,43.51,79.57,54.72,40.49
4155,26-05-2005,43.52,79.46,54.61,40.33
4154,27-05-2005,43.52,79.34,54.52,40.37
4153,30-05-2005,43.54,79.38,54.54,40.34
4152,31-05-2005,43.69,79.3,54.13,40.34
4151,01-06-2005,43.72,79.61,53.93,40.37
4150,02-06-2005,43.76,79.35,53.5,40.37
4149,03-06-2005,43.66,79.33,53.54,40.41
4148,06-06-2005,43.6,79.16,53.37,40.57
4147,07-06-2005,43.53,79.61,53.55,40.75
4146,08-06-2005,43.53,79.89,53.62,40.73
4145,09-06-2005,43.55,79.49,53.22,40.59
4144,10-06-2005,43.56,79.26,53.21,40.53
4143,13-06-2005,43.62,78.92,52.74,40.17
4142,14-06-2005,43.65,78.79,52.9,39.91
4141,15-06-2005,43.66,78.96,52.54,39.96
4140,16-06-2005,43.61,79.42,52.69,39.9
4139,17-06-2005,43.59,79.36,52.75,39.99
4138,20-06-2005,43.54,79.5,53.22,40.05
4137,21-06-2005,43.61,79.49,52.93,39.88
4136,22-06-2005,43.5,79.58,53.01,40.11
4135,23-06-2005,43.53,79.25,52.74,40.04
4134,24-06-2005,43.56,79.12,52.42,39.96
4133,27-06-2005,43.49,79.39,52.82,39.8
4132,28-06-2005,43.56,79.42,52.87,39.69
4131,29-06-2005,43.55,79.03,52.44,39.54
4130,30-06-2005,43.51,78.75,52.68,39.51
4129,01-07-2005,43.53,77.59,52.38,39.19
4128,04-07-2005,43.56,76.72,51.95,39.03
4127,05-07-2005,43.57,76.45,51.84,38.95
4126,06-07-2005,43.57,76.67,52.05,39.08
4125,07-07-2005,43.64,76.43,52.01,38.88
4124,08-07-2005,43.63,75.99,52.02,38.85
4123,11-07-2005,43.56,75.92,52.35,36.91
4122,12-07-2005,43.53,76.8,52.9,39.1
4121,13-07-2005,43.52,77.22,53.16,39.15
4120,14-07-2005,43.53,76.67,52.54,38.93
4119,15-07-2005,43.52,76.69,52.78,38.83
4118,18-07-2005,43.54,76.39,52.56,38.86
4117,19-07-2005,43.56,75.91,52.34,38.81
4116,20-07-2005,43.54,75.62,52.53,38.48
4115,21-07-2005,43.51,75.82,52.84,38.61
4114,22-07-2005,43.39,76.14,52.85,39.11
4113,25-07-2005,43.5,75.56,52.43,38.95
4112,26-07-2005,43.52,75.91,52.42,38.94
4111,29-07-2005,43.49,76.34,52.73,38.82
4110,01-08-2005,43.45,76.48,52.87,38.7
4109,02-08-2005,43.46,76.93,53.08,38.94
4108,03-08-2005,43.51,77.06,53.04,38.98
4107,04-08-2005,43.51,77.35,53.66,39.23
4106,05-08-2005,43.5,77.31,53.8,38.98
4105,08-08-2005,43.55,77.29,53.7,38.75
4104,09-08-2005,43.55,77.86,53.99,38.97
4103,10-08-2005,43.53,77.92,53.9,39.16
4102,11-08-2005,43.58,78.33,54.03,39.49
4101,12-08-2005,43.6,78.98,54.33,39.71
4100,16-08-2005,43.54,78.74,53.8,39.83
4099,17-08-2005,43.54,78.55,53.58,39.64
4098,18-08-2005,43.56,78.62,53.47,39.56
4097,19-08-2005,43.58,78.08,53.01,39.45
4096,22-08-2005,43.59,78.35,53.06,39.56
4095,23-08-2005,43.67,78.59,53.38,39.72
4094,24-08-2005,43.72,78.4,53.23,39.54
4093,25-08-2005,43.76,79.04,53.86,39.85
4092,26-08-2005,43.73,78.86,53.82,39.72
4091,29-08-2005,43.78,79.09,53.99,39.69
4090,30-08-2005,44.02,78.94,53.79,39.68
4089,31-08-2005,44.04,78.58,53.8,39.54
4088,01-09-2005,44.12,79.53,54.38,39.81
4087,02-09-2005,43.95,80.61,54.93,40.01
4086,05-09-2005,43.74,80.75,54.94,40.04
4085,06-09-2005,43.86,80.69,54.78,40.09
4084,08-09-2005,43.86,80.57,54.53,39.77
4083,09-09-2005,43.81,80.57,54.48,39.64
4082,12-09-2005,43.82,80.34,54.05,39.96
4081,13-09-2005,43.88,79.89,53.92,39.69
4080,14-09-2005,43.92,80.21,53.97,39.72
4079,15-09-2005,43.94,79.86,53.7,39.74
4078,16-09-2005,43.87,79.44,53.91,39.67
4077,19-09-2005,43.9,78.96,53.15,39.32
4076,20-09-2005,43.91,79.28,53.48,39.48
4075,21-09-2005,43.92,79.34,53.57,39.36
4074,22-09-2005,43.9,79.43,53.62,39.38
4073,23-09-2005,43.93,78.61,53.35,39.33
4072,26-09-2005,43.95,78.01,52.87,39.11
4071,27-09-2005,43.98,77.73,52.8,38.96
4070,28-09-2005,44.08,78.04,53.04,39.03
4069,29-09-2005,43.99,77.78,53.09,38.95
4068,03-10-2005,44.09,77.53,52.75,38.71
4067,04-10-2005,44.13,77.43,52.58,38.62
4066,05-10-2005,44.31,78.07,52.92,38.89
4065,06-10-2005,44.26,78.49,53.41,38.89
4064,07-10-2005,44.32,78.63,53.95,39.06
4063,10-10-2005,44.62,78.61,54.15,39.25
4062,11-10-2005,44.94,78.59,53.99,39.33
4061,13-10-2005,44.89,78.46,53.83,39.15
4060,14-10-2005,44.89,78.78,53.95,39.17
4059,17-10-2005,44.82,79.17,54.15,39.22
4058,18-10-2005,45.11,78.96,54.1,39.1
4057,19-10-2005,45.32,79.12,53.86,39.08
4056,20-10-2005,45.2,79.56,54.09,39.08
4055,21-10-2005,45.09,80.08,54.31,39.09
4054,24-10-2005,45.14,79.73,53.94,39.05
4053,25-10-2005,45.12,79.57,53.91,39.01
4052,26-10-2005,44.94,80.24,54.52,39.08
4051,27-10-2005,45.06,80.2,54.48,39.01
4050,28-10-2005,45.09,80.46,54.82,39.11
4049,31-10-2005,45.11,80.09,54.43,39.01
4048,02-11-2005,45.18,79.81,54.36,38.69
4047,03-11-2005,45.27,80.32,54.62,38.74
4046,04-11-2005,45.41,80.24,54.19,38.56
4045,07-11-2005,45.67,79.92,53.91,38.74
4044,08-11-2005,45.99,79.91,53.91,39.0
4043,09-11-2005,45.8,79.79,53.87,39.02
4042,10-11-2005,45.81,79.8,53.9,38.9
4041,11-11-2005,45.77,79.74,53.51,38.9
4040,14-11-2005,45.67,79.68,53.71,38.72
4039,16-11-2005,45.82,79.43,53.66,38.41
4038,17-11-2005,45.77,78.61,53.43,38.49
4037,18-11-2005,45.74,78.53,53.6,38.4
4036,21-11-2005,45.78,78.62,53.92,38.36
4035,22-11-2005,45.85,78.71,53.78,38.49
4034,23-11-2005,45.74,78.89,54.15,38.57
4033,24-11-2005,45.72,78.69,53.99,38.46
4032,25-11-2005,45.78,78.84,53.88,38.4
4031,28-11-2005,45.94,78.67,53.74,38.35
4030,29-11-2005,45.92,79.16,54.29,38.53
4029,30-11-2005,45.94,79.07,54.16,38.5
4028,01-12-2005,45.99,79.55,54.21,38.38
4027,02-12-2005,46.12,79.79,54.08,38.25
4026,05-12-2005,46.28,80.15,54.18,38.18
4025,06-12-2005,46.18,80.43,54.43,38.19
4024,07-12-2005,46.17,80.21,54.35,38.13
4023,08-12-2005,46.33,80.31,54.26,38.39
4022,09-12-2005,46.22,80.91,54.56,38.33
4021,12-12-2005,46.2,81.31,54.68,38.23
4020,13-12-2005,46.06,81.67,55.08,38.41
4019,14-12-2005,45.84,81.28,55.01,38.56
4018,15-12-2005,45.5,80.59,54.49,38.82
4017,16-12-2005,45.38,80.11,54.29,39.2
4016,19-12-2005,45.24,80.15,54.37,38.86
4015,20-12-2005,45.03,79.3,53.99,38.64
4014,21-12-2005,45.37,79.71,53.86,38.73
4013,22-12-2005,45.32,79.04,53.64,38.57
4012,23-12-2005,45.16,78.52,53.62,38.73
4011,26-12-2005,45.12,78.16,53.43,38.73
4010,27-12-2005,45.2,78.21,53.5,38.55
4009,28-12-2005,45.26,78.35,53.69,38.6
4008,29-12-2005,45.16,77.77,53.5,38.35
4007,30-12-2005,45.07,77.89,53.55,38.44
4006,02-01-2006,45.05,77.51,53.28,38.32
4005,03-01-2006,44.95,77.72,53.46,38.34
4004,04-01-2006,44.85,78.46,54.09,38.76
4003,05-01-2006,44.67,78.36,54.05,38.43
4002,06-01-2006,44.66,78.33,53.98,38.47
4001,09-01-2006,44.28,78.42,53.77,38.87
4000,10-01-2006,44.38,78.35,53.49,38.74
3999,12-01-2006,44.15,77.98,53.63,38.75
3998,13-01-2006,44.26,77.95,53.35,38.63
3997,16-01-2006,44.17,78.42,53.63,38.62
3996,17-01-2006,44.31,78.3,53.73,38.53
3995,18-01-2006,44.51,78.4,53.77,38.48
3994,19-01-2006,44.36,78.17,53.7,38.52
3993,20-01-2006,44.36,77.88,53.56,38.38
3992,23-01-2006,44.15,78.6,54.06,38.48
3991,24-01-2006,44.21,78.96,54.36,38.57
3990,25-01-2006,44.29,79.01,54.38,38.53
3989,27-01-2006,44.15,78.57,53.91,37.92
3988,30-01-2006,44.14,78.03,53.43,37.61
3987,31-01-2006,44.07,77.95,53.32,37.5
3986,01-02-2006,44.15,78.56,53.68,37.68
3985,02-02-2006,44.31,78.48,53.37,37.39
3984,03-02-2006,44.23,78.69,53.48,37.34
3983,06-02-2006,44.2,77.8,53.13,37.23
3982,07-02-2006,44.27,77.43,53.01,37.23
3981,08-02-2006,44.2,77.15,52.96,37.51
3980,10-02-2006,44.21,77.24,53.01,37.52
3979,13-02-2006,44.26,77.14,52.68,37.54
3978,14-02-2006,44.22,77.07,52.7,37.73
3977,15-02-2006,44.27,76.82,52.74,37.63
3976,16-02-2006,44.3,77.05,52.66,37.62
3975,17-02-2006,44.46,77.18,52.86,37.64
3974,20-02-2006,44.43,77.49,53.17,37.58
3973,21-02-2006,44.4,77.42,52.95,37.46
3972,22-02-2006,44.51,77.69,53.07,37.53
3971,23-02-2006,44.56,77.76,53.07,37.92
3970,24-02-2006,44.45,77.87,52.99,38.1
3969,27-02-2006,44.42,77.45,52.7,38.24
3968,28-02-2006,44.44,77.3,52.7,38.24
3967,01-03-2006,44.35,77.78,52.94,38.31
3966,02-03-2006,44.34,77.59,52.88,38.15
3965,03-03-2006,44.36,77.72,53.32,38.1
3964,06-03-2006,44.32,77.9,53.5,37.88
3963,07-03-2006,44.33,77.39,53.04,37.72
3962,08-03-2006,44.42,77.15,52.85,37.74
3961,09-03-2006,44.55,77.37,53.11,37.83
3960,10-03-2006,44.5,77.23,52.98,37.57
3959,13-03-2006,44.53,76.93,53.16,37.46
3958,14-03-2006,44.47,77.14,53.21,37.53
3957,16-03-2006,44.41,77.48,53.51,37.69
3956,17-03-2006,44.42,78.01,54.05,38.06
3955,20-03-2006,44.44,78.0,54.08,38.22
3954,21-03-2006,44.38,77.83,53.84,38.06
3953,22-03-2006,44.47,77.69,53.76,37.95
3952,23-03-2006,44.55,77.69,53.73,38.0
3951,24-03-2006,44.66,77.47,53.47,37.86
3950,27-03-2006,44.66,78.01,53.79,38.27
3949,28-03-2006,44.66,78.0,53.64,38.19
3948,29-03-2006,44.69,77.9,53.63,37.91
3947,31-03-2006,44.61,77.8,54.2,38.01
3946,03-04-2006,44.61,77.15,53.77,37.62
3945,04-04-2006,44.61,77.56,54.17,37.92
3944,05-04-2006,44.69,78.59,54.83,38.24
3943,07-04-2006,44.63,78.2,54.48,37.91
3942,10-04-2006,44.74,77.95,54.14,37.84
3941,12-04-2006,44.93,78.6,54.58,38.03
3940,13-04-2006,45.3,78.45,54.88,38.27
3939,17-04-2006,45.15,79.39,54.98,38.18
3938,18-04-2006,45.15,79.97,55.34,38.34
3937,19-04-2006,45.14,80.46,55.78,38.6
3936,20-04-2006,45.15,80.74,55.72,38.37
3935,21-04-2006,45.09,80.15,55.4,38.33
3934,24-04-2006,45.06,80.5,55.7,38.99
3933,25-04-2006,44.83,80.09,55.5,39.1
3932,26-04-2006,45.03,80.4,55.92,39.13
3931,27-04-2006,45.06,80.42,56.07,39.29
3930,28-04-2006,44.97,81.04,56.41,39.39
3929,02-05-2006,44.9,81.88,56.47,39.46
3928,03-05-2006,44.86,82.84,56.77,39.71
3927,04-05-2006,44.97,82.51,56.69,39.42
3926,05-05-2006,44.88,83.07,56.94,39.47
3925,08-05-2006,44.88,83.46,57.13,40.17
3924,09-05-2006,44.96,83.42,57.0,40.22
3923,10-05-2006,44.93,83.82,57.35,40.49
3922,11-05-2006,45.07,83.67,57.45,40.54
3921,12-05-2006,45.05,84.96,57.98,40.92
3920,15-05-2006,45.39,85.88,58.55,41.34
3919,16-05-2006,45.61,85.76,58.39,41.39
3918,17-05-2006,45.34,85.68,58.33,41.36
3917,18-05-2006,45.48,85.55,57.58,41.06
3916,19-05-2006,45.46,85.94,58.32,40.99
3915,22-05-2006,45.68,85.33,58.12,40.56
3914,23-05-2006,45.52,85.79,58.46,40.95
3913,24-05-2006,45.73,85.81,58.48,40.69
3912,25-05-2006,45.85,85.68,58.59,40.69
3911,26-05-2006,45.85,85.82,58.62,40.93
3910,29-05-2006,45.97,85.51,58.58,40.93
3909,30-05-2006,46.19,86.51,59.32,41.31
3908,31-05-2006,46.43,87.43,59.8,41.54
3907,01-06-2006,46.22,86.07,59.03,40.99
3906,02-06-2006,46.17,86.06,59.14,40.95
3905,05-06-2006,45.82,86.37,59.36,41.04
3904,06-06-2006,45.92,86.09,59.31,40.91
3903,07-06-2006,45.93,85.32,58.75,40.52
3902,08-06-2006,46.06,85.27,58.88,40.46
3901,09-06-2006,45.92,84.62,58.03,40.32
3900,12-06-2006,45.88,84.61,58.01,40.21
3899,13-06-2006,46.04,84.73,57.92,40.15
3898,14-06-2006,45.98,84.54,57.82,39.98
3897,15-06-2006,45.91,84.72,57.92,39.93
3896,16-06-2006,45.92,85.11,58.08,40.06
3895,19-06-2006,45.89,84.65,57.78,39.7
3894,20-06-2006,45.91,84.63,57.74,39.93
3893,21-06-2006,45.92,84.76,57.95,40.02
3892,22-06-2006,46.01,84.93,58.3,40.07
3891,23-06-2006,46.2,84.57,58.12,39.86
3890,26-06-2006,46.34,84.27,57.96,39.81
3889,27-06-2006,46.36,84.49,58.38,39.89
3888,28-06-2006,46.4,84.5,58.32,39.91
3887,29-06-2006,46.34,84.21,58.14,39.76
3886,30-06-2006,46.08,84.45,58.54,40.16
3885,03-07-2006,45.98,84.95,58.76,40.16
3884,04-07-2006,46.01,84.92,58.98,40.2
3883,05-07-2006,46.03,84.96,58.96,40.22
3882,06-07-2006,46.15,84.78,58.8,39.99
3881,07-07-2006,46.12,84.71,58.96,40.05
3880,10-07-2006,46.06,85.22,58.97,40.53
3879,11-07-2006,46.21,85.06,58.8,40.47
3878,12-07-2006,46.21,85.35,58.99,40.4
3877,13-07-2006,46.29,84.9,58.83,40.11
3876,14-07-2006,46.43,85.25,58.76,40.01
3875,17-07-2006,46.44,85.31,58.69,39.91
3874,18-07-2006,46.73,85.04,58.53,39.96
3873,19-07-2006,46.95,85.75,58.69,39.99
3872,20-07-2006,46.84,86.38,59.0,40.14
3871,21-07-2006,46.83,86.61,59.17,40.07
3870,24-07-2006,46.93,86.89,59.29,40.24
3869,25-07-2006,46.81,86.76,59.3,40.13
3868,26-07-2006,46.85,86.26,58.89,40.04
3867,27-07-2006,46.64,86.56,59.33,40.15
3866,28-07-2006,46.56,86.54,59.1,40.35
3865,31-07-2006,46.51,86.65,59.31,40.66
3864,01-08-2006,46.65,87.0,59.39,40.69
3863,02-08-2006,46.56,87.36,59.67,40.69
3862,03-08-2006,46.72,87.67,59.61,40.72
3861,04-08-2006,46.54,87.76,59.55,40.43
3860,07-08-2006,46.49,88.67,59.88,40.57
3859,08-08-2006,46.59,88.77,59.74,40.42
3858,09-08-2006,46.53,88.6,59.67,40.34
3857,10-08-2006,46.43,88.54,59.84,40.34
3856,11-08-2006,46.52,87.97,59.34,40.19
3855,14-08-2006,46.56,88.13,59.36,40.0
3854,16-08-2006,46.55,88.13,59.54,40.1
3853,17-08-2006,46.46,88.15,59.72,40.2
3852,18-08-2006,46.48,87.61,59.66,40.09
3851,21-08-2006,46.45,87.56,59.78,40.06
3850,22-08-2006,46.52,88.11,59.9,40.08
3849,23-08-2006,46.56,87.9,59.56,40.01
3848,24-08-2006,46.5,87.87,59.39,39.93
3847,25-08-2006,46.61,87.79,59.44,39.77
3846,28-08-2006,46.56,88.06,59.55,39.73
3845,29-08-2006,46.52,88.31,59.66,39.81
3844,30-08-2006,46.51,88.35,59.66,39.79
3843,31-08-2006,46.55,88.72,59.71,39.66
3842,01-09-2006,46.53,88.57,59.61,39.67
3841,04-09-2006,46.44,88.52,59.68,39.87
3840,05-09-2006,46.22,87.94,59.33,39.88
3839,06-09-2006,46.21,87.53,59.24,39.76
3838,07-09-2006,46.1,86.82,59.08,39.51
3837,08-09-2006,46.2,86.56,58.72,39.77
3836,11-09-2006,46.27,86.37,58.72,39.54
3835,12-09-2006,46.34,86.52,58.9,39.39
3834,13-09-2006,46.22,86.61,58.65,39.25
3833,14-09-2006,46.15,86.65,58.54,39.24
3832,15-09-2006,46.13,87.08,58.69,39.25
3831,18-09-2006,46.12,87.87,58.44,39.09
3830,19-09-2006,46.11,86.72,58.57,39.06
3829,20-09-2006,46.05,86.67,58.36,39.29
3828,21-09-2006,45.88,86.81,58.28,39.17
3827,22-09-2006,45.94,87.41,58.78,39.45
3826,25-09-2006,45.86,87.44,58.77,39.46
3825,26-09-2006,45.97,87.32,58.63,39.51
3824,27-09-2006,45.92,86.97,58.21,39.23
3823,28-09-2006,45.92,86.53,58.38,39.04
3822,29-09-2006,45.96,86.09,58.33,38.97
3821,03-10-2006,45.84,86.57,58.51,38.97
3820,04-10-2006,45.69,86.1,58.15,38.7
3819,05-10-2006,45.71,86.22,58.1,38.84
3818,06-10-2006,45.61,85.54,57.85,38.63
3817,09-10-2006,45.72,85.53,57.62,38.36
3816,10-10-2006,45.74,85.49,57.65,38.45
3815,11-10-2006,45.76,84.82,57.38,38.24
3814,12-10-2006,45.6,84.73,57.17,38.17
3813,13-10-2006,45.49,84.64,57.15,38.11
3812,16-10-2006,45.46,84.58,56.85,38.08
3811,17-10-2006,45.36,84.46,56.83,38.08
3810,18-10-2006,45.26,84.72,56.8,38.22
3809,19-10-2006,45.32,84.7,56.83,38.14
3808,20-10-2006,45.31,85.01,57.18,38.29
3807,23-10-2006,45.4,85.33,57.18,38.19
3806,26-10-2006,45.3,85.2,57.22,38.12
3805,27-10-2006,45.22,85.49,57.34,38.18
3804,30-10-2006,45.09,85.54,57.32,38.38
3803,31-10-2006,45.02,85.56,57.24,38.32
3802,01-11-2006,44.93,85.71,57.34,38.41
3801,02-11-2006,44.93,85.69,57.32,38.34
3800,03-11-2006,44.84,85.55,57.28,38.29
3799,06-11-2006,44.86,85.24,56.99,37.98
3798,07-11-2006,44.83,85.36,57.21,38.07
3797,08-11-2006,44.68,85.17,57.07,37.98
3796,09-11-2006,44.65,85.03,56.98,37.88
3795,10-11-2006,44.45,84.83,57.12,37.82
3794,13-11-2006,44.9,85.91,57.78,38.25
3793,14-11-2006,45.16,85.99,57.92,38.4
3792,15-11-2006,45.34,85.82,58.05,38.45
3791,16-11-2006,45.17,85.24,57.89,38.26
3790,17-11-2006,45.01,84.91,57.48,38.02
3789,20-11-2006,44.86,84.97,57.59,38.04
3788,21-11-2006,44.99,85.34,57.63,38.08
3787,22-11-2006,44.75,85.14,57.55,38.07
3786,23-11-2006,44.7,85.57,57.82,38.35
3785,24-11-2006,44.87,85.99,58.15,38.57
3784,27-11-2006,44.64,86.51,58.62,38.5
3783,28-11-2006,44.74,86.68,58.71,38.52
3782,29-11-2006,44.65,87.23,58.96,38.59
3781,30-11-2006,44.76,87.21,58.93,38.53
3780,01-12-2006,44.67,88.18,59.26,38.55
3779,04-12-2006,44.59,88.24,59.4,38.58
3778,05-12-2006,44.56,88.1,59.41,38.64
3777,06-12-2006,44.51,87.82,59.36,38.86
3776,07-12-2006,44.66,87.92,59.44,38.86
3775,08-12-2006,44.69,87.68,59.37,38.77
3774,11-12-2006,44.76,87.32,58.95,38.36
3773,12-12-2006,44.82,87.89,59.39,38.33
3772,13-12-2006,44.83,88.3,59.52,38.31
3771,14-12-2006,44.74,87.98,59.14,38.08
3770,15-12-2006,44.66,87.56,58.7,37.88
3769,18-12-2006,44.79,87.66,58.7,37.98
3768,19-12-2006,44.83,87.39,58.69,38.0
3767,20-12-2006,44.74,88.3,59.21,37.88
3766,21-12-2006,44.73,87.98,59.02,37.79
3765,22-12-2006,44.59,87.54,58.83,37.69
3764,26-12-2006,44.54,87.25,58.45,37.45
3763,27-12-2006,44.39,87.1,58.41,37.41
3762,28-12-2006,44.36,86.84,58.22,37.37
3761,29-12-2006,44.23,86.91,58.26,37.21
3760,02-01-2007,44.2,86.88,58.53,37.25
3759,03-01-2007,44.33,87.49,58.88,37.32
3758,04-01-2007,44.42,86.61,58.46,37.2
3757,05-01-2007,44.3,85.83,57.92,37.42
3756,08-01-2007,44.42,85.79,57.8,37.57
3755,09-01-2007,44.47,86.4,57.99,37.39
3754,10-01-2007,44.53,86.24,57.8,37.35
3753,11-01-2007,44.56,86.16,57.76,37.17
3752,12-01-2007,44.61,86.8,57.54,36.97
3751,15-01-2007,44.31,86.82,57.29,36.83
3750,16-01-2007,44.32,86.11,57.38,36.83
3749,17-01-2007,44.27,86.87,57.27,36.69
3748,18-01-2007,44.25,87.3,57.36,36.58
3747,19-01-2007,44.34,87.61,57.61,36.56
3746,22-01-2007,44.21,87.3,57.34,36.43
3745,23-01-2007,44.21,87.48,57.23,36.33
3744,24-01-2007,44.23,87.56,57.61,36.41
3743,25-01-2007,44.24,86.95,57.33,36.77
3742,29-01-2007,44.27,86.71,57.13,36.34
3741,31-01-2007,44.17,86.66,57.25,36.41
3740,02-02-2007,44.11,86.79,57.44,36.55
3739,05-02-2007,44.11,86.58,57.04,36.52
3738,06-02-2007,44.13,86.46,56.99,36.65
3737,07-02-2007,44.09,86.84,57.21,36.61
3736,08-02-2007,44.12,87.01,57.45,36.52
3735,09-02-2007,44.06,86.34,57.46,36.3
