index,Date,US_Dollar,Pound_Sterling,Euro,Japanese_Yen
5707,04-01-1999,42.51,70.7814,50.4872,37.4703
5706,05-01-1999,42.56,70.4473,50.2412,38.208
5705,06-01-1999,42.51,70.3235,49.9276,37.7229
5704,07-01-1999,42.52,70.3087,49.5148,38.0322
5703,08-01-1999,42.52,70.0427,49.7265,38.0799
5702,11-01-1999,42.52,69.7107,49.2465,38.384
5701,12-01-1999,42.5,69.2569,48.7948,38.1563
5700,13-01-1999,42.5,69.4734,49.1884,37.899
5699,14-01-1999,42.52,70.1066,49.5025,37.5813
5698,15-01-1999,42.47,70.4275,49.8033,37.7273
5697,18-01-1999,42.5,70.2593,49.3097,37.3329
5696,19-01-1999,42.5,70.1115,49.1666,37.0741
5695,21-01-1999,42.51,70.0771,49.2053,37.5612
5694,22-01-1999,42.51,70.2445,49.334,37.3533
5693,25-01-1999,42.51,70.3977,49.2902,37.1428
5692,27-01-1999,42.49,70.4176,48.9932,37.3949
5691,28-01-1999,42.5,69.9839,48.6808,36.7647
5690,29-01-1999,42.5,70.0084,48.5296,36.6221
5689,01-02-1999,42.5,69.891,48.2393,36.7485
5688,02-02-1999,42.5,69.8617,48.1464,37.407
5687,03-02-1999,42.48,69.4782,48.1835,37.8
5686,04-02-1999,42.46,69.541,48.0423,37.3357
5685,05-02-1999,42.47,69.8275,48.223,37.9564
5684,08-02-1999,42.47,69.3963,47.7555,37.4169
5683,09-02-1999,42.44,69.5846,48.0885,37.1142
5682,10-02-1999,42.44,69.3433,47.9478,36.8212
5681,11-02-1999,42.46,69.0703,48.0885,37.1804
5680,12-02-1999,42.45,68.88,47.7076,37.1293
5679,15-02-1999,42.42,69.2521,47.8606,37.1237
5678,16-02-1999,42.49,69.1133,47.6236,36.3782
5677,17-02-1999,42.49,69.5797,47.7259,35.9932
5676,18-02-1999,42.45,69.4927,47.8263,35.8076
5675,19-02-1999,42.44,69.43,47.5308,35.3814
5674,22-02-1999,42.4,68.7758,46.7771,34.7398
5673,23-02-1999,42.44,68.9417,46.7968,35.2638
5672,24-02-1999,42.49,68.4744,46.7333,35.0014
5671,01-03-1999,42.51,68.1106,46.7596,35.6403
5670,03-03-1999,42.55,68.686,46.4835,35.126
5669,04-03-1999,42.53,68.573,46.2642,34.7837
5668,05-03-1999,42.53,68.4416,46.0575,34.6364
5667,08-03-1999,42.5,68.1338,46.0426,34.8819
5666,09-03-1999,42.47,68.4322,46.322,35.0398
5665,10-03-1999,42.44,68.6106,46.2171,35.0122
5664,11-03-1999,42.45,69.0417,46.5246,35.4429
5663,12-03-1999,42.43,69.3049,46.7355,35.4174
5662,15-03-1999,42.42,69.056,46.2813,35.85
5661,16-03-1999,42.41,68.7238,45.9876,36.0412
5660,17-03-1999,42.42,69.0608,46.5571,35.7283
5659,19-03-1999,42.4,69.0894,46.5636,36.1468
5658,22-03-1999,42.39,68.9322,46.0596,36.0581
5657,23-03-1999,42.39,68.9988,46.2235,35.7871
5656,24-03-1999,42.4,69.3866,46.2792,36.0498
5655,26-03-1999,42.4,68.956,46.0363,35.7052
5654,30-03-1999,42.43,68.6059,45.5726,35.3245
5653,31-03-1999,42.43,68.3527,45.5208,35.326
5652,05-04-1999,42.44,68.0874,45.6704,34.9626
5651,06-04-1999,42.51,68.0133,45.6059,35.089
5650,07-04-1999,42.64,67.8334,46.0999,35.2616
5649,08-04-1999,42.67,68.2967,46.0702,35.3132
5648,09-04-1999,42.68,68.6012,45.8968,35.3182
5647,12-04-1999,42.7,68.8848,46.2428,35.4607
5646,13-04-1999,42.71,69.0084,46.1936,35.4794
5645,15-04-1999,42.83,69.0512,46.2171,36.0173
5644,16-04-1999,42.76,68.7332,45.6225,36.1898
5643,19-04-1999,42.85,69.1898,45.8358,36.2307
5642,20-04-1999,42.79,68.9988,45.6725,36.2474
5641,21-04-1999,42.71,68.8421,45.3576,35.9803
5640,22-04-1999,42.74,68.686,45.4752,35.591
5639,23-04-1999,42.74,69.0799,45.583,35.7567
5638,26-04-1999,42.95,69.3722,45.6038,36.1193
5637,28-04-1999,42.82,69.3433,45.7875,35.9681
5636,29-04-1999,42.82,69.1419,45.4649,35.9273
5635,03-05-1999,42.78,68.8658,45.2755,35.7663
5634,04-05-1999,42.75,68.9085,45.2448,35.5553
5633,05-05-1999,42.73,69.5846,45.5145,35.3282
5632,06-05-1999,42.73,69.808,45.9369,35.4767
5631,07-05-1999,42.75,70.0182,46.0766,35.4522
5630,10-05-1999,42.73,69.5943,45.8379,35.4019
5629,11-05-1999,42.72,69.4444,46.1021,35.3744
5628,12-05-1999,42.75,69.3529,45.8652,35.4081
5627,13-05-1999,42.75,69.2233,45.5664,35.2286
5626,14-05-1999,42.76,69.0465,45.5851,35.0306
5625,17-05-1999,42.74,69.0465,45.5456,35.5871
5624,18-05-1999,42.73,69.3097,45.7164,34.8091
5623,19-05-1999,42.73,69.1276,45.4794,34.5377
5622,20-05-1999,42.76,69.0322,45.6288,34.2834
5621,21-05-1999,42.75,68.7144,45.3268,34.5077
5620,24-05-1999,42.75,68.4229,45.1732,34.4757
5619,25-05-1999,42.74,68.306,45.3104,34.7681
5618,26-05-1999,42.81,68.6248,45.3597,35.1059
5617,27-05-1999,42.9,68.4416,44.9135,35.0634
5616,28-05-1999,42.99,68.7096,44.9035,35.6941
5615,31-05-1999,42.84,68.686,44.837,35.3014
5614,01-06-1999,42.87,68.6248,44.7447,35.3932
5613,02-06-1999,42.94,69.1994,44.8994,35.6511
5612,03-06-1999,42.93,68.8895,44.3754,35.2709
5611,04-06-1999,42.94,68.88,44.2929,35.3125
5610,07-06-1999,43.01,69.1754,44.2517,35.5792
5609,08-06-1999,42.98,68.8089,44.3872,35.4474
5608,09-06-1999,43.05,69.1085,45.1508,36.093
5607,10-06-1999,43.02,68.8658,45.0187,36.4747
5606,11-06-1999,43.06,69.3385,45.2468,36.2442
5605,14-06-1999,43.13,69.43,45.2714,35.7628
5604,15-06-1999,43.18,69.4637,44.9762,35.8742
5603,16-06-1999,43.19,68.738,44.9762,35.8661
5602,17-06-1999,43.17,68.7144,44.5097,35.9525
5601,18-06-1999,43.15,68.7853,44.5077,36.1405
5600,21-06-1999,43.17,68.8326,44.9055,35.4361
5599,22-06-1999,43.19,68.6483,44.6429,35.4321
5598,23-06-1999,43.24,68.7994,44.6728,35.4528
5597,24-06-1999,43.33,68.278,44.7768,35.5237
5596,25-06-1999,43.39,68.8895,45.2509,35.687
5595,28-06-1999,43.36,68.7711,45.159,35.7948
5594,29-06-1999,43.36,68.5401,44.8712,35.7328
5593,30-06-1999,43.36,68.2454,44.8169,35.8584
5592,01-07-1999,43.38,68.5119,44.9984,35.9225
5591,02-07-1999,43.38,68.3854,44.4267,35.8602
5590,05-07-1999,43.28,68.2827,44.3066,35.3451
5589,06-07-1999,43.28,68.1106,44.1345,35.4478
5588,07-07-1999,43.29,67.6041,44.4346,35.4604
5587,08-07-1999,43.36,67.5584,44.2008,35.4263
5586,09-07-1999,43.39,67.659,44.401,35.4016
5585,12-07-1999,43.24,67.0421,43.9928,35.4237
5584,13-07-1999,43.23,67.2495,43.7273,35.3837
5583,14-07-1999,43.24,67.2314,43.8712,35.6957
5582,15-07-1999,43.27,67.714,44.2419,35.8774
5581,16-07-1999,43.25,67.815,44.1326,35.7807
5580,19-07-1999,43.22,67.3446,43.8654,35.9238
5579,20-07-1999,43.2,68.1385,44.5177,36.5421
5578,21-07-1999,43.26,67.9948,45.1998,36.4141
5577,22-07-1999,43.26,68.2082,45.4236,36.4756
5576,23-07-1999,43.26,68.4275,45.4628,36.9426
5575,26-07-1999,43.28,68.5025,45.5851,37.1416
5574,27-07-1999,43.29,68.8184,46.0936,37.1512
5573,28-07-1999,43.33,69.0608,46.2792,37.4131
5572,29-07-1999,43.32,69.2233,46.2022,37.4546
5571,30-07-1999,43.29,69.9056,46.4296,37.5749
5570,02-08-1999,43.32,70.0035,46.1958,37.8771
5569,03-08-1999,43.38,70.1016,46.1958,37.5519
5568,04-08-1999,43.36,70.4027,46.6396,37.6662
5567,05-08-1999,43.4,70.1311,46.6875,37.8329
5566,06-08-1999,43.45,70.1754,46.6679,37.9564
5565,09-08-1999,43.54,70.0182,46.5484,37.7972
5564,10-08-1999,43.45,69.7934,46.644,37.8702
5563,11-08-1999,43.49,70.2297,46.5723,37.9163
5562,12-08-1999,43.47,69.9741,46.3328,37.5924
5561,13-08-1999,43.46,70.1656,46.4403,37.8242
5560,16-08-1999,43.42,69.7983,45.958,37.814
5559,17-08-1999,43.42,69.5459,45.8737,37.8206
5558,18-08-1999,43.42,69.7545,45.6433,38.1461
5557,19-08-1999,43.47,69.5604,45.6184,38.9666
5556,20-08-1999,43.55,70.492,46.3886,38.9287
5555,23-08-1999,43.52,70.3928,46.4145,39.3314
5554,24-08-1999,43.51,69.6379,45.438,38.6669
5553,25-08-1999,43.52,69.3577,45.8737,39.1771
5552,26-08-1999,43.52,69.1133,45.4587,39.2656
5551,27-08-1999,43.5,69.1324,45.5768,39.0013
5550,30-08-1999,43.49,69.1181,45.5456,39.2066
5549,31-08-1999,43.48,69.3001,45.7666,39.265
5548,01-09-1999,43.47,69.9105,46.0236,39.7883
5547,02-09-1999,43.52,69.6767,45.9897,39.8995
5546,03-09-1999,43.51,69.9692,46.5354,39.6542
5545,07-09-1999,43.49,69.7301,45.9834,39.6211
5544,08-09-1999,43.51,69.9986,46.2535,39.2318
5543,09-09-1999,43.51,70.6714,46.215,39.9468
5542,10-09-1999,43.54,71.0631,45.8421,40.0074
5541,14-09-1999,43.52,70.0182,45.1896,40.9851
5540,15-09-1999,43.51,69.8812,44.9297,41.2677
5539,16-09-1999,43.54,70.4722,45.4298,41.5248
5538,17-09-1999,43.54,70.6414,45.1916,40.8764
5537,20-09-1999,43.55,70.7464,45.4133,40.5022
5536,21-09-1999,43.55,70.6215,45.2018,40.818
5535,22-09-1999,43.55,71.0682,45.7687,41.6249
5534,23-09-1999,43.58,71.0379,45.5208,42.0575
5533,24-09-1999,43.57,71.7463,45.8316,41.628
5532,27-09-1999,43.57,71.623,45.5768,41.7397
5531,28-09-1999,43.57,71.736,45.5664,41.0322
5530,29-09-1999,43.61,71.8597,45.9601,41.0357
5529,01-10-1999,43.59,71.8752,46.6548,41.1845
5528,04-10-1999,43.58,72.1397,46.5983,41.1777
5527,05-10-1999,43.59,72.0721,46.7355,40.9433
5526,06-10-1999,43.58,72.0929,46.6853,40.6435
5525,07-10-1999,43.54,72.0565,46.6418,40.3802
5524,08-10-1999,43.48,71.7978,46.5723,40.377
5523,11-10-1999,43.33,71.5512,46.0045,40.4367
5522,12-10-1999,43.37,71.7618,46.2086,40.7325
5521,13-10-1999,43.5,72.1189,46.9329,40.9586
5520,14-10-1999,43.43,71.8442,46.9153,40.4662
5519,15-10-1999,43.44,72.3066,47.0301,40.8647
5518,18-10-1999,43.36,72.3589,47.1876,41.2269
5517,20-10-1999,43.39,72.5374,46.9594,40.818
5516,21-10-1999,43.45,72.4218,46.8494,40.9423
5515,22-10-1999,43.42,72.7802,46.8187,41.2247
5514,25-10-1999,43.39,72.0202,46.3435,41.0598
5513,26-10-1999,43.38,72.1085,46.2963,41.3242
5512,27-10-1999,43.4,71.7051,45.9284,41.7287
5511,28-10-1999,43.39,71.4439,45.6142,41.645
5510,29-10-1999,43.42,71.1541,45.754,41.3035
5509,01-11-1999,43.38,71.3165,45.7289,41.625
5508,02-11-1999,43.41,71.3776,45.6934,41.3685
5507,03-11-1999,43.4,71.4898,45.6684,41.8011
5506,04-11-1999,43.42,71.4133,45.583,41.4903
5505,05-11-1999,43.43,70.5866,45.1386,41.3777
5504,08-11-1999,43.41,70.4325,45.2981,40.8814
5503,11-11-1999,43.4,70.6015,45.2776,41.2841
5502,12-11-1999,43.4,70.3334,45.1467,41.3964
5501,15-11-1999,43.39,70.1066,44.833,41.413
5500,16-11-1999,43.38,70.4275,44.8491,41.2848
5499,17-11-1999,43.4,70.2494,44.7948,40.9903
5498,18-11-1999,43.39,70.4821,45.1447,41.0189
5497,19-11-1999,43.39,70.2001,44.7267,40.987
5496,22-11-1999,43.38,70.3235,44.7347,40.935
5495,24-11-1999,43.38,70.4821,44.5732,41.4862
5494,25-11-1999,43.4,69.9399,44.2909,41.5151
5493,26-11-1999,43.39,69.9986,44.1365,41.651
5492,29-11-1999,43.4,69.7301,44.1482,41.9891
5491,30-11-1999,43.41,69.5991,43.827,42.2688
5490,01-12-1999,43.41,69.3241,43.8078,42.5152
5489,02-12-1999,43.41,69.4975,43.7025,42.3298
5488,03-12-1999,43.4,69.3914,43.4518,42.3675
5487,06-12-1999,43.42,69.5024,43.4575,42.5026
5486,07-12-1999,43.44,70.4473,44.3912,42.1141
5485,08-12-1999,43.48,70.7764,44.6828,42.3266
5484,09-12-1999,43.46,70.7714,44.6449,42.1758
5483,10-12-1999,43.48,70.6514,44.2968,42.4112
5482,13-12-1999,43.48,70.5816,44.1092,42.405
5481,14-12-1999,43.54,70.7614,44.1306,42.2453
5480,15-12-1999,43.54,70.1508,43.7484,42.0274
5479,16-12-1999,43.52,69.9252,43.8231,42.2319
5478,17-12-1999,43.51,70.1311,44.2674,42.2226
5477,20-12-1999,43.49,69.8812,43.9155,42.2226
5476,21-12-1999,43.5,70.1361,44.0548,42.4466
5475,22-12-1999,43.5,70.1361,43.9271,42.6596
5474,23-12-1999,43.52,70.028,43.9502,42.9
5473,24-12-1999,43.51,70.2988,44.0567,42.3187
5472,27-12-1999,43.5,70.3631,44.117,42.3564
5471,28-12-1999,43.5,70.2938,44.0781,42.4908
5470,29-12-1999,43.53,70.4077,43.902,42.5409
5469,30-12-1999,43.52,70.4722,43.8135,42.6123
5468,03-01-2000,43.48,70.4573,44.2067,42.6672
5467,04-01-2000,43.5,71.0985,44.5573,42.5013
5466,05-01-2000,43.52,71.2758,44.9014,42.2729
5465,06-01-2000,43.52,71.5717,45.1162,41.7058
5464,07-01-2000,43.51,71.6486,44.827,41.3298
5463,10-01-2000,43.53,71.286,44.7668,41.4769
5462,11-01-2000,43.52,71.286,44.7367,41.3041
5461,12-01-2000,43.53,71.7412,44.9559,41.0196
5460,13-01-2000,43.53,71.6589,44.825,41.2118
5459,14-01-2000,43.52,71.6538,44.6369,41.074
5458,17-01-2000,43.52,71.2708,44.082,41.4003
5457,18-01-2000,43.57,71.1794,44.0102,41.515
5456,19-01-2000,43.57,71.3521,44.236,41.2654
5455,20-01-2000,43.56,71.6127,44.0548,41.3538
5454,21-01-2000,43.58,72.1085,44.3636,41.5146
5453,24-01-2000,43.64,71.9891,43.7963,41.5935
5452,25-01-2000,43.58,71.9373,44.0102,41.2045
5451,27-01-2000,43.58,71.3572,43.651,41.2631
5450,28-01-2000,43.61,71.3114,43.5559,41.5629
5449,31-01-2000,43.64,70.7614,42.8211,40.8327
5448,01-02-2000,43.61,70.3928,42.2976,40.5959
5447,02-02-2000,43.59,70.3235,42.3801,40.1107
5446,03-02-2000,43.59,70.0329,42.416,40.2933
5445,04-02-2000,43.61,69.8129,43.1704,40.5121
5444,07-02-2000,43.61,69.4107,42.7643,40.4508
5443,08-02-2000,43.62,69.8812,42.8211,39.8921
5442,09-02-2000,43.6,70.0722,43.0552,40.1289
5441,10-02-2000,43.64,70.4573,43.2751,40.186
5440,11-02-2000,43.63,70.2001,43.0274,39.9377
5439,14-02-2000,43.64,69.6864,43.1704,40.3476
5438,15-02-2000,43.62,69.3337,42.704,40.0336
5437,16-02-2000,43.6,69.6427,42.8211,39.9632
5436,17-02-2000,43.61,70.0525,43.0052,39.5632
5435,18-02-2000,43.61,70.1311,43.122,39.3314
5434,21-02-2000,43.6,69.7156,43.0311,39.4213
5433,22-02-2000,43.61,70.0329,43.3163,39.2352
5432,23-02-2000,43.61,70.373,43.8904,39.5215
5431,24-02-2000,43.61,69.9594,43.7025,39.3326
5430,25-02-2000,43.63,69.7837,43.2694,39.347
5429,28-02-2000,43.62,69.4637,41.7101,40.0312
5428,29-02-2000,43.61,69.6379,42.2601,39.2357
5427,01-03-2000,43.61,68.9275,42.2726,39.9281
5426,02-03-2000,43.58,69.1037,42.517,40.5647
5425,03-03-2000,43.58,68.7947,42.1141,40.494
5424,06-03-2000,43.57,68.9037,41.7763,40.5466
5423,07-03-2000,43.57,68.6248,41.8095,40.4719
5422,08-03-2000,43.57,68.8326,41.827,40.6418
5421,09-03-2000,43.58,68.9085,41.978,40.7842
5420,10-03-2000,43.59,68.9941,42.1408,41.0182
5419,13-03-2000,43.58,68.738,42.0964,41.1773
5418,14-03-2000,43.58,68.5307,42.0045,41.4113
5417,15-03-2000,43.59,68.6012,42.1621,41.2882
5416,16-03-2000,43.58,68.5683,42.2654,41.2439
5415,21-03-2000,43.57,68.348,42.3657,40.9127
5414,22-03-2000,43.58,68.4416,41.8831,40.8568
5413,23-03-2000,43.6,68.79,41.9375,40.6035
5412,24-03-2000,43.6,69.2185,42.4376,40.5959
5411,27-03-2000,43.6,69.512,42.5967,40.7915
5410,28-03-2000,43.61,69.2665,42.1425,40.9635
5409,29-03-2000,43.59,69.3385,41.813,41.1206
5408,30-03-2000,43.61,69.4396,41.6146,41.2933
5407,31-03-2000,43.62,69.604,41.8463,41.5076
5406,03-04-2000,43.62,69.2761,41.5179,41.4422
5405,04-04-2000,43.63,69.7301,41.6771,41.5426
5404,06-04-2000,43.63,69.1706,41.9692,41.5662
5403,07-04-2000,43.62,68.9513,41.799,41.5705
5402,10-04-2000,43.61,68.9275,41.6892,41.2096
5401,11-04-2000,43.63,69.1324,42.0274,40.8692
5400,13-04-2000,43.64,69.2857,41.7833,41.2422
5399,14-04-2000,43.65,69.4059,42.1336,42.0702
5398,17-04-2000,43.65,69.4059,42.1336,42.0698
5397,18-04-2000,43.64,68.899,41.4164,41.7987
5396,19-04-2000,43.65,68.8373,41.3206,41.6051
5395,20-04-2000,43.64,69.0179,41.1083,41.6214
5394,21-04-2000,43.64,69.0179,41.1083,41.6216
5393,24-04-2000,43.65,68.8373,40.992,41.3215
5392,25-04-2000,43.65,68.8753,40.9685,41.447
5391,26-04-2000,43.66,69.056,40.2771,41.3075
5390,27-04-2000,43.66,68.8184,40.2285,41.0627
5389,28-04-2000,43.66,68.5918,39.7852,41.0166
5388,02-05-2000,43.66,67.9117,39.9154,40.2675
5387,03-05-2000,43.65,68.106,39.6008,40.2583
5386,04-05-2000,43.65,68.0596,38.8546,39.9634
5385,05-05-2000,43.64,67.3265,39.0076,40.5841
5384,08-05-2000,43.64,66.8717,39.4182,40.0974
5383,09-05-2000,43.66,66.8852,39.1328,40.1176
5382,10-05-2000,43.74,67.0196,39.6589,39.958
5381,11-05-2000,43.94,66.3922,39.8232,39.9581
5380,12-05-2000,43.92,66.0633,39.5914,40.6103
5379,15-05-2000,44.03,66.8092,40.3828,40.4985
5378,16-05-2000,43.97,65.8718,39.9377,40.3265
5377,17-05-2000,43.97,65.7592,39.6275,40.308
5376,19-05-2000,43.98,64.9688,39.3066,40.6245
5375,22-05-2000,43.97,65.3253,39.4368,41.0742
5374,23-05-2000,43.98,65.5609,39.7772,41.1431
5373,24-05-2000,44.08,64.8256,39.9425,41.3722
5372,25-05-2000,44.29,65.1705,40.0138,41.12
5371,26-05-2000,44.31,65.4126,40.6013,41.22
5370,29-05-2000,44.45,66.2083,41.2763,41.57
5369,30-05-2000,44.58,66.7474,41.4839,41.7
5368,31-05-2000,44.58,66.5869,41.3992,41.81
5367,01-06-2000,44.57,66.7881,41.7599,41.11
5366,02-06-2000,44.65,66.8187,41.7768,40.97
5365,05-06-2000,44.66,67.3696,42.1121,41.33
5364,06-06-2000,44.67,67.7041,42.2869,41.7
5363,07-06-2000,44.69,68.2103,42.7326,42.21
5362,08-06-2000,44.78,68.0432,42.8992,42.25
5361,09-06-2000,44.76,67.6055,42.6988,42.18
5360,12-06-2000,44.78,67.3939,42.541,41.93
5359,13-06-2000,44.78,67.891,42.9082,41.99
5358,14-06-2000,44.71,67.416,43.0624,42.0
5357,16-06-2000,44.75,67.8589,42.5125,42.06
5356,19-06-2000,44.69,67.6584,43.1661,42.09
5355,20-06-2000,44.67,67.5276,42.7939,42.24
5354,21-06-2000,44.64,67.547,42.4906,42.38
5353,22-06-2000,44.68,66.9262,42.2785,42.41
5352,23-06-2000,44.69,67.4417,41.9036,42.71
5351,26-06-2000,44.65,67.033,41.8058,42.75
5350,27-06-2000,44.67,67.0028,42.0233,42.31
5349,28-06-2000,44.67,67.2172,42.2288,42.33
5348,29-06-2000,44.67,67.5522,42.1417,42.5
5347,30-06-2000,44.68,67.8108,42.5443,42.34
5346,03-07-2000,44.67,67.722,42.5482,42.04
5345,04-07-2000,44.67,67.617,42.3606,42.04
5344,05-07-2000,44.68,67.5673,42.618,42.18
5343,06-07-2000,44.73,67.4685,42.7104,42.78
5342,07-07-2000,44.73,67.3589,42.4354,41.59
5341,10-07-2000,44.69,67.7903,42.5695,41.76
5340,11-07-2000,44.69,67.6986,42.6946,41.83
5339,13-07-2000,44.7,67.2444,42.0515,41.27
5338,14-07-2000,44.71,67.255,41.8597,41.43
5337,17-07-2000,44.71,66.9532,41.8821,41.33
5336,18-07-2000,44.74,66.7677,41.8632,41.36
5335,19-07-2000,44.78,66.9125,41.4327,41.45
5334,20-07-2000,44.82,67.0888,41.4047,41.43
5333,21-07-2000,45.02,68.068,42.0014,41.59
5332,24-07-2000,44.72,68.0079,41.8713,41.17
5331,25-07-2000,44.93,68.0982,42.0253,41.21
5330,26-07-2000,44.88,68.1884,42.2725,41.08
5329,27-07-2000,44.9,68.0617,42.3295,41.2
5328,28-07-2000,44.89,67.8221,41.8846,41.33
5327,31-07-2000,44.99,67.6177,41.5775,41.1
5326,01-08-2000,45.13,67.519,41.7565,41.22
5325,02-08-2000,45.34,67.7357,41.5156,41.72
5324,03-08-2000,45.44,68.1032,41.6094,41.76
5323,04-08-2000,45.39,67.8217,41.0462,41.83
5322,07-08-2000,45.57,68.4211,41.3411,41.93
5321,08-08-2000,45.72,69.0486,41.5069,42.1
5320,09-08-2000,45.64,68.5809,41.0372,42.13
5319,10-08-2000,45.68,68.6365,41.2787,42.44
5318,11-08-2000,45.93,68.8422,41.7871,42.25
5317,14-08-2000,45.77,68.6962,41.2708,42.1
5316,16-08-2000,45.66,68.7503,41.8611,41.86
5315,17-08-2000,45.78,68.686,41.9139,42.2
5314,18-08-2000,45.85,68.4793,41.9184,42.11
5313,22-08-2000,45.72,68.0245,41.2623,42.26
5312,23-08-2000,45.76,67.6035,40.8065,42.63
5311,24-08-2000,45.92,68.0764,41.351,42.89
5310,25-08-2000,45.89,67.8598,41.2574,42.86
5309,28-08-2000,45.84,67.4673,41.421,43.13
5308,29-08-2000,45.79,67.38,41.2705,42.94
5307,30-08-2000,45.83,66.4031,40.9033,43.17
5306,31-08-2000,45.8,66.6688,40.92,43.07
5305,04-09-2000,45.73,66.9396,41.1959,43.23
5304,05-09-2000,45.74,66.6295,40.999,43.0
5303,06-09-2000,45.68,66.3411,40.3766,43.1
5302,07-09-2000,45.64,65.6189,39.6977,42.94
5301,08-09-2000,45.64,65.5892,39.8095,43.23
5300,11-09-2000,45.63,64.7649,39.6205,42.97
5299,12-09-2000,45.6,63.9608,39.1522,42.95
5298,13-09-2000,45.64,64.3068,39.5585,42.66
5297,14-09-2000,45.68,64.1873,39.2049,42.66
5296,15-09-2000,45.76,64.35,39.571,42.57
5295,18-09-2000,45.85,64.0845,39.1421,42.91
5294,19-09-2000,46.22,64.9229,39.3887,43.26
5293,20-09-2000,46.22,65.0754,39.2616,43.33
5292,21-09-2000,46.2,65.3199,39.2492,43.31
5291,22-09-2000,46.08,66.2054,39.5988,43.15
5290,23-09-2000,46.02,67.3227,40.5574,42.69
5289,26-09-2000,46.07,67.0019,40.2951,42.92
5288,27-09-2000,46.15,67.6259,40.7989,42.89
5287,28-09-2000,46.16,67.5852,40.7616,42.91
5286,29-09-2000,46.07,67.3589,40.4725,42.84
5285,03-10-2000,46.07,67.5847,40.4425,42.32
5284,04-10-2000,46.05,67.2192,40.3928,42.34
5283,05-10-2000,46.09,67.243,40.3149,42.21
5282,06-10-2000,46.11,66.735,40.1272,42.38
5281,09-10-2000,46.08,66.7123,40.1103,42.28
5280,10-10-2000,46.13,66.9646,40.1216,42.51
5279,11-10-2000,46.33,67.5144,40.4785,42.96
5278,12-10-2000,46.3,67.6744,40.1328,42.94
5277,13-10-2000,46.38,68.3386,40.077,43.11
5276,16-10-2000,46.32,67.1594,39.5573,42.92
5275,17-10-2000,46.36,67.0064,39.355,42.86
5274,18-10-2000,46.33,67.1646,39.6538,42.89
5273,19-10-2000,46.33,67.0117,38.9334,43.0
5272,20-10-2000,46.34,67.0447,39.1828,42.71
5271,23-10-2000,46.38,67.4736,38.994,42.58
5270,24-10-2000,46.43,67.486,38.7923,42.9
5269,25-10-2000,46.48,67.403,38.8712,43.04
5268,27-10-2000,46.78,67.1995,38.8625,43.14
5267,30-10-2000,46.86,68.1227,39.4444,43.14
5266,31-10-2000,46.8,67.6775,39.2863,43.0
5265,01-11-2000,46.79,67.8572,39.7832,42.98
5264,02-11-2000,46.76,67.7132,40.2393,43.22
5263,03-11-2000,46.69,67.4717,40.1441,43.17
5262,06-11-2000,46.64,67.4298,40.3786,43.48
5261,07-11-2000,46.65,66.7118,40.2846,43.46
5260,08-11-2000,46.69,66.6243,40.2258,43.57
5259,09-11-2000,46.73,66.2398,39.9051,43.54
5258,10-11-2000,46.74,66.8546,40.5166,43.44
5257,13-11-2000,46.76,66.8341,40.4217,43.35
5256,14-11-2000,46.78,67.3983,40.2425,43.43
5255,15-11-2000,46.75,66.8876,40.1559,43.21
5254,16-11-2000,46.84,66.7704,40.1911,43.07
5253,17-11-2000,46.83,66.707,40.0584,43.06
5252,20-11-2000,46.78,66.6194,39.7466,42.89
5251,21-11-2000,46.78,66.6264,39.8683,42.58
5250,22-11-2000,46.83,66.433,39.7001,42.59
5249,23-11-2000,46.82,65.9343,39.5371,42.53
5248,24-11-2000,46.87,65.5946,39.331,42.3
5247,27-11-2000,46.86,65.6977,39.4257,42.19
5246,28-11-2000,46.89,66.551,40.0417,42.5
5245,29-11-2000,46.89,66.5346,40.2316,42.62
5244,30-11-2000,46.84,66.5877,40.2613,42.18
5243,01-12-2000,46.85,67.0049,41.0289,42.35
5242,04-12-2000,46.83,67.5054,41.1542,42.18
5241,05-12-2000,46.8,67.7313,41.5046,42.14
5240,06-12-2000,46.74,67.0111,41.1569,42.21
5239,07-12-2000,46.77,67.6435,41.8241,42.39
5238,08-12-2000,46.76,67.5401,41.586,42.28
5237,11-12-2000,46.76,67.5261,41.3101,42.19
5236,12-12-2000,46.77,68.0667,41.0804,42.16
5235,13-12-2000,46.77,67.8071,41.015,41.64
5234,14-12-2000,46.76,68.2158,41.0904,41.52
5233,15-12-2000,46.77,68.953,41.7633,41.58
5232,18-12-2000,46.76,69.0973,42.0489,41.54
5231,19-12-2000,46.71,68.8482,41.7798,41.65
5230,20-12-2000,46.68,68.6406,41.9653,41.37
5229,21-12-2000,46.71,68.7454,42.373,41.35
5228,22-12-2000,46.69,68.7954,42.761,41.48
5227,26-12-2000,46.68,68.9744,43.2374,41.19
5226,27-12-2000,46.7,69.4196,43.4754,40.95
5225,29-12-2000,46.75,69.7604,43.4144,40.74
5224,01-01-2001,46.66,69.668,43.9467,40.78
5223,02-01-2001,46.69,69.8109,43.8372,40.79
5222,03-01-2001,46.7,70.1784,44.4467,40.77
5221,04-01-2001,46.74,69.6519,43.5033,41.06
5220,05-01-2001,46.74,70.3203,44.6951,40.12
5219,08-01-2001,46.69,70.2288,44.694,40.14
5218,09-01-2001,46.66,69.8057,44.0774,40.27
5217,10-01-2001,46.61,69.4139,44.0115,40.14
